uid,radius_of_gyration
707,4.3635192441007895
708,16.177310983685196
709,5.470005572932678
710,6.668099924089254
711,4.055838911019907
712,1.7744228106887523
713,2.3195211888559846
714,4.288616029521254
715,6.71768635964005
716,6.945099351317891
717,1.6778187135712819
718,6.194770375704269
719,11.26551095141246
720,4.324363812034389
721,7.001206926007311
722,7.754419189205342
723,9.266612403017586
724,7.68664308795497
725,4.214449535539103
726,6.481159679482388
727,3.2457031202745905
728,2.4948899166855005
729,2.747751229973518
730,6.230743713771283
731,3.895215280445108
732,3.499527104546683
733,3.3691280659309517
734,6.848950143228309
735,5.832448574865795
736,5.075881446681038
737,3.169624464387897
738,4.083748846972324
739,3.4392722372665023
740,3.8117670699621002
741,9.68056837842483
742,4.15283863927049
743,4.8761803631362195
744,4.266520477652385
745,4.987940142856759
746,5.295744739219721
747,9.22476391644573
748,7.433577250649312
749,4.539978700352056
750,6.280698915190054
751,4.2010602269715
752,5.96488427207253
753,4.42926514738213
754,3.7260776468118886
755,5.52386390978719
756,2.627381280079718
757,7.82184724874691
758,7.170043403186331
759,3.452530055483736
760,4.890005769680397
761,5.352526701608983
762,2.3118040826164985
763,5.194612876813045
764,2.2309638870252413
765,7.580573815265666
766,3.8478954668995367
767,6.297234827209994
768,7.242151814828596
769,2.412350564374982
770,8.14929405847565
771,3.78710975083318
772,5.7504756466803695
773,10.60617227245437
774,7.898851485233453
775,4.509746633822751
776,6.38349602613733
777,5.567480374547328
778,1.9381134441831203
779,6.185585071196451
780,3.1404838584110943
781,11.531231214984674
782,3.8616728198178185
783,2.5672202215636286
784,6.190139516689146
785,3.1789876166867703
786,5.088261612688487
787,5.542110279278073
788,6.804128600513389
789,8.356269066462428
790,8.925854487264408
791,4.573443011614522
792,7.527995901159859
793,1.9747942128375844
794,5.284586752723104
795,4.9970737869831146
796,4.781693487097373
797,5.283241763254707
798,10.324578434486087
799,3.482929341640915
800,2.806615099066706
801,8.264611064872156
802,6.960673772379562
803,1.9738047114249038
804,4.898589600321139
805,4.756434049994877
806,4.044766429398118
807,7.126874582665583
808,9.438604772329876
809,3.0989420375645786
810,1.7770231585513296
811,8.246648583341926
812,7.825112491819327
813,7.664012459855966
814,3.9558411805594087
815,7.644555742367425
816,8.818073928441079
817,5.993694563203232
818,4.428856163740581
819,4.906951992060796
820,4.636609829139406
821,3.981597041430849
822,6.2258591866669075
823,4.109023592587632
824,7.384207023898862
825,6.629899831968902
826,4.6901191889521066
827,5.239551607601003
828,5.689632877444239
829,8.085336736701008
830,2.535053929222447
831,7.863815971168021
832,3.0301979282299523
833,3.3399131134753373
834,7.047927321913365
835,6.613290820345425
836,5.5872286534253774
837,7.441970249272223
838,7.781783574483314
839,8.784258976500597
840,11.532674538483107
841,3.865884040795944
842,4.689862769692979
843,1.414285196783455
844,7.558254497377415
845,6.093849840842838
846,6.202877679476936
847,4.468189070561902
848,4.045221492257147
849,4.11922733835823
850,7.850995529907839
851,8.10277934869938
852,3.1582787266199115
853,2.71541494995435
854,12.5582999355044
855,3.6055612064031135
856,4.266989911002905
857,4.862622331251174
858,3.9944515763493924
859,6.331115300767344
860,5.139131535643948
861,7.067240893221615
862,6.322417570775739
863,2.4632124611924513
864,7.066555935735762
865,5.463940856748443
866,4.038081738911497
867,7.524787051009497
868,3.693038768750631
869,8.56844016167836
870,8.806949767022621
871,7.015314547790251
872,1.7303073221917709
873,8.357919031696476
874,2.7214162255533596
875,1.2835044694354936
876,10.907547242168167
877,4.447551439050486
878,3.2460952567326236
879,3.3390244214454863
880,2.084920440634
881,3.7843376196747465
882,8.355610749195755
883,7.760941807554353
884,3.887771521708327
885,7.263006157118395
886,3.5666257220322244
887,2.895537101867854
888,1.607630376618306
889,3.9558269089107534
890,4.636556744038527
891,5.696015208820692
892,13.437858836424283
893,4.34356039619769
894,6.172739248645878
895,1.967347844046122
896,7.4695227883919015
897,5.84722260714249
898,3.733913180988726
899,3.37605836127425
900,3.973274384571824
901,8.585364789780648
902,7.433969161647082
903,4.42117486268736
904,6.4592537899188605
905,3.465342266063636
906,4.995690343828699
907,5.486505066817526
908,9.205102665840403
909,5.196458305920822
910,11.481519403135989
911,3.3517751418567747
912,2.412457422283064
913,4.384624865374265
914,4.015103894729874
915,9.256763926848917
916,6.978267606703443
917,2.9596230520471614
918,4.130725000508588
919,0.044077125299363
920,2.313321991967334
921,10.769605779100448
922,5.2233438893317246
923,7.568076156541025
924,8.400011066148393
925,2.126393720429029
926,5.385945369447265
927,4.417855137340218
928,8.856093369130612
929,5.180815599098442
930,3.9090182110192533
931,6.213451406239335
932,4.069460997345871
933,4.651397618063411
934,5.638337189028559
935,8.644655177333371
936,4.100050072179504
937,4.267596805076262
938,5.494164946282473
939,5.046097601904387
940,3.300791168931689
941,5.963703294401997
942,3.620215393843292
943,9.524159412105572
944,3.4663467079433503
945,4.518996078293141
946,5.863205304398821
947,4.240180362428656
948,3.8735133471200274
949,6.278303956956767
950,5.861016872804944
951,7.176111352413643
952,5.735823893935439
953,4.977978149949807
954,8.485125563838588
955,5.710535260513714
956,3.8651084135211584
957,10.384600013446507
958,4.369631113684112
959,2.791742834789752
960,7.872980771424239
961,6.03869905023067
962,4.616420885265122
963,4.983770925028084
964,5.106551685180874
965,6.643825021727436
966,3.0177352939375055
967,5.476516521207359
968,7.871874484326064
969,2.7370529792948095
970,4.899322987504638
971,6.580618648804067
972,6.3617232871008085
973,4.642959160862873
974,9.020316294380851
975,10.55351002591829
976,6.770622350707068
977,4.154853007252262
978,2.7768931859278263
979,7.515880098892614
980,3.7044818675991578
981,5.2931817966774535
982,3.3171354507875943
983,5.672026047962214
984,0.8451842514667981
985,2.9828591992515205
986,8.542730939157302
987,5.622570935238263
988,10.782012773842434
989,3.936756771963365
990,9.106738321961023
991,5.691590772936382
992,7.8287346805323565
993,7.44790405951802
994,4.292456552792844
995,7.275851607166986
996,7.17805277634688
997,8.539460702407368
998,3.867750201274312
999,3.1580773510065177
1000,8.641672813702538
1001,3.4513817487978407
1002,9.567190591935924
1003,4.926692243651476
1004,4.912112803262325
1005,9.51702226989797
1006,7.531644348020963
1007,2.709680884050449
1008,8.273226559626972
1009,2.15330496313437
1010,5.554998233490598
1011,7.776524988724995
1012,8.948709731750098
1013,3.152583996872382
1014,4.829092400369345
1015,8.988622749319328
1016,5.553867626540811
1017,7.442664061474323
1018,6.284282338941318
1019,4.974383293451218
1020,6.876495998041574
1021,6.127243743019316
1022,7.535603977656892
1023,4.081730043200823
1024,5.001531530932388
1025,6.311478362904741
1026,7.20773638348859
1027,5.576335722495206
1028,5.519748190421814
1029,4.243402711572495
1030,4.759049945845188
1031,4.664919589536106
1032,2.9499814146078744
1033,3.391943361854652
1034,6.904192785926487
1035,5.008228792957406
1036,7.140059899242522
1037,9.366315895806231
1038,4.564209732877442
1039,4.484282876543344
1040,4.275245964358999
1041,9.874190804055036
1042,3.8664721971599363
1043,1.2807132906047412
1044,10.49016309919451
1045,2.5267579628381642
1046,5.067181356114808
1047,7.646992741990322
1048,3.5278263727253205
1049,3.105461329242693
1050,5.554746737163721
1051,2.7817387009216357
1052,7.766377742548152
1053,3.5547524433856346
1054,5.434585759102554
1055,3.447023405770131
1056,4.582582901292175
1057,2.537370752272338
1058,6.462940683610885
1059,3.117698592670127
1060,6.952114617384475
1061,3.9814782631770482
1062,5.691810239629513
1063,4.2651903577702575
1064,4.202459450943791
1065,5.050993361883943
1066,4.594591112116786
1067,12.686911048916564
1068,5.5519892894378176
1069,10.9314262552066
1070,2.178375048586312
1071,6.235440586301708
1072,7.358979606744668
1073,6.134238322903596
1074,12.760292611800612
1075,11.02734648009494
1076,1.9410141319646208
1077,8.194990338369383
1078,2.79036736621208
1079,2.706142180742313
1080,4.720707524777756
1081,7.169292312176953
1082,8.182278494306988
1083,1.302177712421363
